catalog,activityID,location,eventTime,submissionTime,versionId,link,instruments
M2M_CATALOG,2021-10-31T09:13:00-IPS-001,Earth,2021-10-31T09:13Z,2021-11-03T15:24Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18136/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-10-31T10:00:00-IPS-001,STEREO A,2021-10-31T10:00Z,2021-11-01T21:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18152/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2021-11-01T17:54:00-IPS-001,Earth,2021-11-01T17:54Z,2021-11-01T18:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18151/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-11-03T09:45:00-IPS-001,STEREO A,2021-11-03T09:45Z,2021-11-04T16:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18212/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2021-11-03T19:23:00-IPS-001,Earth,2021-11-03T19:23Z,2021-11-04T18:32Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18189/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-11-04T04:10:00-IPS-001,STEREO A,2021-11-04T04:10Z,2021-11-04T12:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18207/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-11-05T07:22:00-IPS-001,STEREO A,2021-11-05T07:22Z,2021-11-05T12:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18227/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-11-06T03:22:00-IPS-001,STEREO A,2021-11-06T03:22Z,2021-11-08T17:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18256/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-11-08T08:09:00-IPS-001,STEREO A,2021-11-08T08:09Z,2021-11-08T17:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18258/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-11-13T12:00:00-IPS-001,STEREO A,2021-11-13T12:00Z,2021-11-14T16:59Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18299/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2021-11-15T17:30:00-IPS-001,Earth,2021-11-15T17:30Z,2021-11-16T12:39Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18305/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-11-27T21:50:00-IPS-001,Earth,2021-11-27T21:50Z,2021-11-28T13:40Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18387/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-11-28T17:14:00-IPS-001,STEREO A,2021-11-28T17:14Z,2021-12-01T13:21Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18395/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-11-29T02:45:00-IPS-001,STEREO A,2021-11-29T02:45Z,2021-11-30T20:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18400/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-11-30T13:45:00-IPS-001,Earth,2021-11-30T13:45Z,2021-11-30T20:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18398/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-12-03T09:03:00-IPS-001,Earth,2021-12-03T09:03Z,2021-12-04T13:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18427/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2021-12-04T11:51:00-IPS-001,Earth,2021-12-04T11:51Z,2021-12-13T18:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18521/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-12-10T11:00:00-IPS-001,STEREO A,2021-12-10T11:00Z,2021-12-15T20:47Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18516/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2021-12-10T13:27:00-IPS-001,Earth,2021-12-10T13:27Z,2021-12-15T20:56Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18518/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-12-15T03:20:00-IPS-001,Earth,2021-12-15T03:20Z,2021-12-15T13:49Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18531/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2021-12-19T12:08:00-IPS-001,Earth,2021-12-19T12:08Z,2021-12-19T18:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18572/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-12-19T18:28:00-IPS-001,Earth,2021-12-19T18:28Z,2021-12-24T18:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18635/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-12-27T08:38:00-IPS-001,Earth,2021-12-27T08:38Z,2021-12-29T17:27Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18661/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2021-12-29T19:31:00-IPS-001,Earth,2021-12-29T19:31Z,2021-12-30T14:21Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18691/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-01-07T02:24:00-IPS-001,STEREO A,2022-01-07T02:24Z,2022-01-07T14:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18751/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-01-08T16:58:00-IPS-001,Earth,2022-01-08T16:58Z,2022-01-08T18:20Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18761/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-01-14T06:50:00-IPS-001,Earth,2022-01-14T06:50Z,2022-01-17T20:55Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18838/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-01-18T23:04:00-IPS-001,Earth,2022-01-18T23:04Z,2022-01-19T11:47Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18886/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-01-21T12:55:00-IPS-001,Earth,2022-01-21T12:55Z,2022-01-22T14:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18939/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-01-22T14:03:00-IPS-001,STEREO A,2022-01-22T14:03Z,2022-01-22T17:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18945/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-01-23T11:20:00-IPS-001,STEREO A,2022-01-23T11:20Z,2022-01-23T17:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18953/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-01-24T17:09:00-IPS-001,Earth,2022-01-24T17:09Z,2022-01-24T20:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/18966/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-02-01T21:37:00-IPS-001,Earth,2022-02-01T21:37Z,2022-02-07T17:27Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19031/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-02-01T22:00:00-IPS-001,STEREO A,2022-02-01T22:00Z,2022-02-02T12:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19033/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-02-02T11:09:00-IPS-001,STEREO A,2022-02-02T11:09Z,2022-02-02T16:37Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19045/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-02-03T23:22:00-IPS-001,Earth,2022-02-03T23:22Z,2022-02-04T20:32Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19066/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-02-09T20:10:00-IPS-001,Earth,2022-02-09T20:10Z,2022-02-10T13:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19131/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2022-02-17T12:01:00-IPS-001,STEREO A,2022-02-17T12:01Z,2022-02-17T17:49Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19210/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-02-19T02:17:00-IPS-001,Earth,2022-02-19T02:17Z,2022-02-20T15:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19251/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2022-02-22T10:00:00-IPS-001,STEREO A,2022-02-22T10:00Z,2022-02-23T17:25Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19274/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-02-22T18:00:00-IPS-001,STEREO A,2022-02-22T18:00Z,2022-02-23T18:29Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19275/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-02-27T03:30:00-IPS-001,Earth,2022-02-27T03:30Z,2022-02-27T14:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19290/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-03-05T05:44:00-IPS-001,Earth,2022-03-05T05:44Z,2022-03-05T14:15Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19340/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2022-03-10T18:37:00-IPS-001,Earth,2022-03-10T18:37Z,2022-03-10T19:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19395/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-03-11T13:45:00-IPS-001,STEREO A,2022-03-11T13:45Z,2022-03-11T19:20Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19415/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-03-12T22:23:00-IPS-001,STEREO A,2022-03-12T22:23Z,2022-03-16T15:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19460/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-03-13T06:35:00-IPS-001,STEREO A,2022-03-13T06:35Z,2022-03-14T19:38Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19426/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-03-13T10:11:00-IPS-001,Earth,2022-03-13T10:11Z,2022-03-14T16:14Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19424/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-03-19T20:57:00-IPS-001,Earth,2022-03-19T20:57Z,2022-03-20T11:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19488/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-03-19T22:00:00-IPS-001,STEREO A,2022-03-19T22:00Z,2022-03-20T12:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19489/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-03-20T20:39:00-IPS-001,STEREO A,2022-03-20T20:39Z,2022-03-21T17:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19510/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-03-24T00:23:00-IPS-001,STEREO A,2022-03-24T00:23Z,2022-03-24T17:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19524/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-03-27T00:22:00-IPS-001,Earth,2022-03-27T00:22Z,2022-03-27T13:06Z,6,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19540/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2022-03-27T18:45:00-IPS-001,STEREO A,2022-03-27T18:45Z,2022-03-28T19:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19570/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-03-31T01:41:00-IPS-001,Earth,2022-03-31T01:41Z,2022-04-01T00:16Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19607/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-02T00:33:00-IPS-001,Earth,2022-04-02T00:33Z,2022-04-02T14:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19632/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-06T22:45:00-IPS-001,Earth,2022-04-06T22:45Z,2022-04-07T13:28Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19698/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-08T01:15:00-IPS-001,STEREO A,2022-04-08T01:15Z,2022-04-11T16:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19740/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-04-08T03:39:00-IPS-001,Earth,2022-04-08T03:39Z,2022-04-09T16:33Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19705/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-08T22:00:00-IPS-001,Earth,2022-04-08T22:00Z,2022-04-17T00:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19763/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-09T12:46:00-IPS-001,Earth,2022-04-09T12:46Z,2022-04-17T00:41Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19713/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-12T06:00:00-IPS-001,STEREO A,2022-04-12T06:00Z,2022-04-13T16:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19757/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-04-13T01:54:00-IPS-001,Earth,2022-04-13T01:54Z,2022-04-13T11:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19754/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-14T03:37:00-IPS-001,Earth,2022-04-14T03:37Z,2022-04-14T12:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19767/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-15T03:15:00-IPS-001,Earth,2022-04-15T03:15Z,2022-04-15T19:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19793/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-19T14:00:00-IPS-001,STEREO A,2022-04-19T14:00Z,2022-04-21T15:24Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19888/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-04-20T15:32:00-IPS-001,Earth,2022-04-20T15:32Z,2022-04-21T12:14Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19884/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-26T05:00:00-IPS-001,STEREO A,2022-04-26T05:00Z,2022-04-30T18:43Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20016/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-04-27T02:50:00-IPS-001,Earth,2022-04-27T02:50Z,2022-04-28T15:01Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19949/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-04-29T23:27:00-IPS-001,Earth,2022-04-29T23:27Z,2022-04-30T13:42Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/19999/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-05-08T04:34:00-IPS-001,STEREO A,2022-05-08T04:34Z,2022-05-08T14:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20116/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-05-08T06:24:00-IPS-001,Earth,2022-05-08T06:24Z,2022-05-08T14:49Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20115/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-05-10T12:36:00-IPS-001,Earth,2022-05-10T12:36Z,2022-06-09T17:56Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20155/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2022-05-11T05:00:00-IPS-001,STEREO A,2022-05-11T05:00Z,2022-05-11T15:15Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20154/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-05-11T12:03:00-IPS-001,Earth,2022-05-11T12:03Z,2022-05-11T16:08Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20157/-1,[{'displayName': 'DSCOVR: PLASMAG'}]
M2M_CATALOG,2022-05-11T15:00:00-IPS-001,STEREO A,2022-05-11T15:00Z,2022-05-12T12:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20167/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-05-12T20:00:00-IPS-001,STEREO A,2022-05-12T20:00Z,2022-05-13T12:37Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20186/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-05-13T21:30:00-IPS-001,Earth,2022-05-13T21:30Z,2022-05-26T19:43Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20202/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-05-19T13:17:00-IPS-001,Earth,2022-05-19T13:17Z,2022-05-21T13:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20280/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-05-24T07:28:00-IPS-001,STEREO A,2022-05-24T07:28Z,2022-05-24T16:42Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20318/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-05-25T02:00:00-IPS-001,STEREO A,2022-05-25T02:00Z,2022-05-25T21:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20344/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-05-27T09:58:00-IPS-001,Earth,2022-05-27T09:58Z,2022-05-27T12:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20351/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-06-06T09:20:00-IPS-001,Earth,2022-06-06T09:20Z,2022-06-08T21:55Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20427/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-06-06T16:30:00-IPS-001,STEREO A,2022-06-06T16:30Z,2022-06-09T13:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20454/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-06-09T21:55:00-IPS-001,STEREO A,2022-06-09T21:55Z,2022-06-11T13:22Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20464/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-06-12T03:37:00-IPS-001,Earth,2022-06-12T03:37Z,2022-06-14T13:32Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20471/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-06-14T17:44:00-IPS-001,STEREO A,2022-06-14T17:44Z,2022-06-15T15:20Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20507/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-06-15T04:01:00-IPS-001,Earth,2022-06-15T04:01Z,2022-06-15T15:22Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20511/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-06-18T11:24:00-IPS-001,STEREO A,2022-06-18T11:24Z,2022-06-18T19:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20549/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-06-20T07:15:00-IPS-001,Earth,2022-06-20T07:15Z,2022-06-20T13:43Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20562/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
