catalog,activityID,location,eventTime,submissionTime,versionId,link,instruments
M2M_CATALOG,2022-06-23T05:46:00-IPS-001,STEREO A,2022-06-23T05:46Z,2022-06-23T12:15Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20590/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-06-23T18:57:00-IPS-001,Earth,2022-06-23T18:57Z,2022-06-26T16:03Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20602/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-06-25T08:30:00-IPS-001,Earth,2022-06-25T08:30Z,2022-06-25T12:51Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20604/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-06-30T10:12:00-IPS-001,STEREO A,2022-06-30T10:12Z,2022-06-30T16:44Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20679/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-07-01T09:05:00-IPS-001,Earth,2022-07-01T09:05Z,2022-07-06T15:21Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20686/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-02T02:30:00-IPS-001,STEREO A,2022-07-02T02:30Z,2022-07-05T12:14Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20695/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-07-03T07:01:00-IPS-001,Earth,2022-07-03T07:01Z,2022-07-06T15:51Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20693/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-07T08:08:00-IPS-001,Earth,2022-07-07T08:08Z,2022-07-07T15:06Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20732/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-08T23:00:00-IPS-001,STEREO A,2022-07-08T23:00Z,2022-07-09T19:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20779/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-07-10T07:17:00-IPS-001,Earth,2022-07-10T07:17Z,2022-07-13T14:58Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20783/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-10T16:30:00-IPS-001,STEREO A,2022-07-10T16:30Z,2022-07-11T12:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20793/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-07-11T09:22:00-IPS-001,Earth,2022-07-11T09:22Z,2022-07-11T12:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20792/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-18T20:40:00-IPS-001,Earth,2022-07-18T20:40Z,2022-07-20T14:32Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20890/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-21T03:54:00-IPS-001,Earth,2022-07-21T03:54Z,2022-07-22T12:40Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20927/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-23T01:52:00-IPS-001,STEREO A,2022-07-23T01:52Z,2022-07-25T17:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20985/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-07-23T02:28:00-IPS-001,Earth,2022-07-23T02:28Z,2022-07-27T17:54Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/20954/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-07-28T07:17:00-IPS-001,STEREO A,2022-07-28T07:17Z,2022-07-29T12:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21027/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-07-31T08:20:00-IPS-001,Earth,2022-07-31T08:20Z,2022-07-31T19:15Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21050/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-04T10:39:00-IPS-001,STEREO A,2022-08-04T10:39Z,2022-08-05T13:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21100/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-08-07T00:45:00-IPS-001,Earth,2022-08-07T00:45Z,2022-08-07T12:36Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21117/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-15T13:00:00-IPS-001,STEREO A,2022-08-15T13:00Z,2022-08-17T14:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21236/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-08-17T02:14:00-IPS-001,Earth,2022-08-17T02:14Z,2022-08-17T11:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21234/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-19T17:02:00-IPS-001,Earth,2022-08-19T17:02Z,2022-08-19T17:42Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21288/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-20T01:00:00-IPS-001,STEREO A,2022-08-20T01:00Z,2022-08-20T14:49Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21298/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-08-20T17:24:00-IPS-001,Earth,2022-08-20T17:24Z,2022-08-22T12:01Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21304/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-25T08:04:00-IPS-001,STEREO A,2022-08-25T08:04Z,2022-08-27T14:51Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21388/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-08-27T08:38:00-IPS-001,Earth,2022-08-27T08:38Z,2022-08-31T20:05Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21368/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-29T02:57:00-IPS-001,Earth,2022-08-29T02:57Z,2022-10-21T15:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21423/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-08-30T18:50:00-IPS-001,Earth,2022-08-30T18:50Z,2022-09-02T18:25Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21470/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-09-01T00:46:00-IPS-001,STEREO A,2022-09-01T00:46Z,2022-09-01T11:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21504/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-09-01T06:35:00-IPS-001,STEREO A,2022-09-01T06:35Z,2022-09-02T15:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21507/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-09-03T05:22:00-IPS-001,Earth,2022-09-03T05:22Z,2022-09-03T13:41Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21521/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-09-04T12:19:00-IPS-001,STEREO A,2022-09-04T12:19Z,2022-09-04T18:29Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21541/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-09-13T16:58:00-IPS-001,STEREO A,2022-09-13T16:58Z,2022-09-14T16:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21621/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-09-14T06:23:00-IPS-001,Earth,2022-09-14T06:23Z,2022-09-14T16:59Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21616/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-09-21T18:28:00-IPS-001,STEREO A,2022-09-21T18:28Z,2022-09-22T18:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21705/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-09-22T20:57:00-IPS-001,Earth,2022-09-22T20:57Z,2022-09-23T11:45Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21710/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-09-26T21:07:00-IPS-001,Earth,2022-09-26T21:07Z,2022-09-27T10:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21760/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-09-29T13:37:00-IPS-001,STEREO A,2022-09-29T13:37Z,2022-09-29T18:45Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21793/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-09-30T03:30:00-IPS-001,STEREO A,2022-09-30T03:30Z,2022-09-30T18:41Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21805/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-09-30T04:30:00-IPS-001,Earth,2022-09-30T04:30Z,2022-09-30T11:43Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21802/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-10-01T15:05:00-IPS-001,Earth,2022-10-01T15:05Z,2022-10-01T18:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21829/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-10-03T09:39:00-IPS-001,Earth,2022-10-03T09:39Z,2022-10-03T11:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21865/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-10-04T07:05:00-IPS-001,Earth,2022-10-04T07:05Z,2022-10-08T13:46Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21940/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-10-05T06:20:00-IPS-001,STEREO A,2022-10-05T06:20Z,2022-10-10T14:35Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/21906/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-10-13T06:00:00-IPS-001,STEREO A,2022-10-13T06:00Z,2022-10-14T19:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22018/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-10-14T08:12:00-IPS-001,Earth,2022-10-14T08:12Z,2022-10-14T12:11Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22010/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-10-20T23:22:00-IPS-001,STEREO A,2022-10-20T23:22Z,2022-10-21T11:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22073/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-10-22T07:30:00-IPS-001,Earth,2022-10-22T07:30Z,2022-10-24T18:51Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22076/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-10-25T23:53:00-IPS-001,STEREO A,2022-10-25T23:53Z,2022-10-26T15:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22111/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-10-28T13:58:00-IPS-001,Earth,2022-10-28T13:58Z,2022-10-31T20:35Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22144/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-02T11:45:00-IPS-001,Earth,2022-11-02T11:45Z,2022-11-03T11:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22183/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-07T07:40:00-IPS-001,Earth,2022-11-07T07:40Z,2022-11-10T19:22Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22221/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-10T09:12:00-IPS-001,STEREO A,2022-11-10T09:12Z,2022-11-10T12:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22238/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'ACE: SWEPAM'}]"
M2M_CATALOG,2022-11-11T03:00:00-IPS-001,Earth,2022-11-11T03:00Z,2022-11-11T14:37Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22249/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-17T02:58:00-IPS-001,Earth,2022-11-17T02:58Z,2022-11-24T02:35Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22331/-1,"[{'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-18T15:54:00-IPS-001,Earth,2022-11-18T15:54Z,2022-11-24T02:30Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22346/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-20T13:48:00-IPS-001,Earth,2022-11-20T13:48Z,2022-11-20T16:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22398/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-22T06:22:00-IPS-001,Earth,2022-11-22T06:22Z,2022-11-27T12:04Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22429/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-22T14:44:00-IPS-001,STEREO A,2022-11-22T14:44Z,2022-11-22T17:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22435/-1,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]"
M2M_CATALOG,2022-11-24T17:58:00-IPS-001,Earth,2022-11-24T17:58Z,2022-11-27T13:32Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22480/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-26T12:53:00-IPS-001,Earth,2022-11-26T12:53Z,2022-11-27T11:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22507/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-27T12:30:00-IPS-001,STEREO A,2022-11-27T12:30Z,2022-11-28T05:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22540/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2022-11-27T17:03:00-IPS-001,Earth,2022-11-27T17:03Z,2022-11-30T20:11Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22536/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-11-30T22:36:00-IPS-001,Earth,2022-11-30T22:36Z,2022-12-01T04:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22592/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-12-04T12:09:00-IPS-001,Earth,2022-12-04T12:09Z,2022-12-05T16:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22646/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-12-06T22:45:00-IPS-001,STEREO A,2022-12-06T22:45Z,2022-12-07T12:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22662/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-12-07T08:46:00-IPS-001,Earth,2022-12-07T08:46Z,2022-12-07T09:14Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22659/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-12-18T14:44:00-IPS-001,STEREO A,2022-12-18T14:44Z,2022-12-18T15:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22879/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2022-12-18T19:52:00-IPS-001,Earth,2022-12-18T19:52Z,2022-12-18T20:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22891/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-12-23T19:21:00-IPS-001,Earth,2022-12-23T19:21Z,2022-12-25T19:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/22997/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-12-26T00:33:00-IPS-001,Earth,2022-12-26T00:33Z,2022-12-26T16:40Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23009/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2022-12-26T08:00:00-IPS-001,STEREO A,2022-12-26T08:00Z,2022-12-26T13:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23006/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2023-01-03T16:26:00-IPS-001,Earth,2023-01-03T16:26Z,2023-01-04T13:33Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23126/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-01-04T17:00:00-IPS-001,STEREO A,2023-01-04T17:00Z,2023-01-04T20:03Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23136/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2023-01-12T07:00:00-IPS-001,STEREO A,2023-01-12T07:00Z,2023-01-12T21:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23283/-1,[{'displayName': 'STEREO A: IMPACT'}]
M2M_CATALOG,2023-01-13T16:23:00-IPS-001,Earth,2023-01-13T16:23Z,2023-01-13T21:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23296/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-01-14T21:50:00-IPS-001,Earth,2023-01-14T21:50Z,2023-01-15T13:35Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23315/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-01-17T14:32:00-IPS-001,STEREO A,2023-01-17T14:32Z,2023-01-17T16:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23332/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2023-01-17T21:10:00-IPS-001,Earth,2023-01-17T21:10Z,2023-01-18T19:01Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23342/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-01-23T02:59:00-IPS-001,Earth,2023-01-23T02:59Z,2023-01-23T12:48Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23420/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-01-25T08:30:00-IPS-001,STEREO A,2023-01-25T08:30Z,2023-01-25T18:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23450/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2023-01-31T20:00:00-IPS-001,STEREO A,2023-01-31T20:00Z,2023-02-01T20:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23548/-1,"[{'displayName': 'STEREO A: PLASTIC'}, {'displayName': 'STEREO A: IMPACT'}]"
M2M_CATALOG,2023-02-01T15:40:00-IPS-001,Earth,2023-02-01T15:40Z,2023-02-08T14:14Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23546/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-02-05T15:30:00-IPS-001,STEREO A,2023-02-05T15:30Z,2023-02-05T19:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23612/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
M2M_CATALOG,2023-02-05T20:39:00-IPS-001,Earth,2023-02-05T20:39Z,2023-02-06T13:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23616/-1,"[{'displayName': 'DSCOVR: PLASMAG'}, {'displayName': 'ACE: SWEPAM'}, {'displayName': 'ACE: MAG'}]"
M2M_CATALOG,2023-02-12T09:50:00-IPS-001,STEREO A,2023-02-12T09:50Z,2023-02-13T21:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/IPS/23756/-1,"[{'displayName': 'STEREO A: IMPACT'}, {'displayName': 'STEREO A: PLASTIC'}]"
